filename,statement,error,error_stack_trace
sql/bronze_scope/sql-reference-functions/Conditional_expression/in.slt,"SELECT (1, 2, 3) IN (
    SELECT col_1, col_2, col_3 FROM my_table
    ) AS RESULT","000200: SQL compilation error: error line 1 at position 29
Too many columns! The subquery should only return one column",
sql/bronze_scope/sql-reference-functions/Date_&_time/months_between.slt,"WITH test_data AS (
    SELECT
        '2019-03-01'::DATE AS date1,
        '2019-02-01'::DATE AS date2
)
SELECT
    MONTHS_BETWEEN(date1, date2) AS MonthsBetween1,
    MONTHS_BETWEEN(date2, date1) AS MonthsBetween2
FROM test_data",000200: SQL compilation error: unsupported feature: Function 'months_between' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/months_between,"0: DataFusion error: This feature is not implemented: Function 'seq8' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'seq8' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1"")"
sql/bronze_scope/sql-reference-functions/Data_generation/seq1.slt,SELECT seq8() FROM table(generator(rowCount => 5)),000200: SQL compilation error: unsupported feature: Function 'seq8' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1,"0: DataFusion error: This feature is not implemented: Function 'seq8' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'seq8' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1"")"
sql/bronze_scope/sql-reference-functions/Numeric/round.slt,"SELECT ROUND(-2.5, 0), ROUND(2.5, 0, 'HALF_TO_EVEN')","000200: Error during planning: Failed to coerce arguments to satisfy a call to 'round' function: coercion from [Decimal128(2, 1), Int64, Utf8] to the signature OneOf([Exact([Float64, Int64]), Exact([Float32, Int64]), Exact([Float64]), Exact([Float32])]) failed No function matches the given name and argument types 'round(Decimal128(2, 1), Int64, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	round(Float64, Int64)
	round(Float32, Int64)
	round(Float64)
	round(Float32)",
sql/bronze_scope/sql-reference-functions/Data_generation/seq1.slt,"SELECT * FROM (SELECT seq2(0), seq1(1) FROM table(generator(rowCount => 132))) ORDER BY seq2(0) LIMIT 7 OFFSET 125",000200: SQL compilation error: unsupported feature: Function 'seq2' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1,
sql/bronze_scope/sql-reference-functions/Numeric/round.slt,"SELECT ROUND(
  EXPR => -2.5,
  SCALE => 0,
  ROUNDING_MODE => 'HALF_TO_EVEN')","000200: Error during planning: Failed to coerce arguments to satisfy a call to 'round' function: coercion from [Decimal128(2, 1), Int64, Utf8] to the signature OneOf([Exact([Float64, Int64]), Exact([Float32, Int64]), Exact([Float64]), Exact([Float32])]) failed No function matches the given name and argument types 'round(Decimal128(2, 1), Int64, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	round(Float64, Int64)
	round(Float32, Int64)
	round(Float64)
	round(Float32)",
sql/bronze_scope/sql-reference-functions/Data_generation/seq1.slt,"SELECT ROW_NUMBER() OVER (ORDER BY seq4()) 
    FROM TABLE(generator(rowcount => 10))",000200: SQL compilation error: unsupported feature: Function 'seq4' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1,"0: DataFusion error: This feature is not implemented: Function 'seq4' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'seq4' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/seq1"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/array_insert.slt,"SELECT ARRAY_INSERT(ARRAY_CONSTRUCT(0,1,2,3),5,'hello')",000200: Position 5 is out of bounds for array of length 4,
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/get_ignore_case.slt,"SELECT GET_IGNORE_CASE(TO_OBJECT(PARSE_JSON('{""aa"":1, ""aA"":2, ""Aa"":3, ""AA"":4}')),'aA') as output",000200: SQL compilation error: unsupported feature: Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object,"0: DataFusion error: This feature is not implemented: Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/get_ignore_case.slt,"SELECT GET_IGNORE_CASE(TO_OBJECT(PARSE_JSON('{""aa"":1, ""aA"":2, ""Aa"":3}')),'AA') as output",000200: SQL compilation error: unsupported feature: Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object,"0: DataFusion error: This feature is not implemented: Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/like.slt,"WITH like_ex(name) AS ( SELECT * FROM
  VALUES
    ('John  Dddoe'),
    ('John ''alias'' Doe'),
    ('Joe   Doe'),
    ('John_down'),
    ('Joe down'),
    ('Elaine'),
    (null)
)
SELECT name
  FROM like_ex
  WHERE name LIKE '%J%h%^_do%' ESCAPE '^'
  ORDER BY name",000200: SQL compilation error: LIKE does not support escape_char other than the backslash (\\),"0: DataFusion error: Execution error: LIKE does not support escape_char other than the backslash (\\), at crates/core-executor/src/query.rs:1681:22
1: Execution(""LIKE does not support escape_char other than the backslash (\\\\)"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/like.slt,"WITH like_ex(name) AS ( SELECT * FROM
  VALUES
    ('John  Dddoe'),
    ('John ''alias'' Doe'),
    ('Joe   Doe'),
    ('John_down'),
    ('Joe down'),
    ('Elaine'),
    (null),
    ('100 times'),
    ('1000 times'),
    ('100%')
)
SELECT * FROM like_ex WHERE name LIKE '100^%' ESCAPE '^'
  ORDER BY 1",000200: SQL compilation error: LIKE does not support escape_char other than the backslash (\\),"0: DataFusion error: Execution error: LIKE does not support escape_char other than the backslash (\\), at crates/core-executor/src/query.rs:1681:22
1: Execution(""LIKE does not support escape_char other than the backslash (\\\\)"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/like.slt,"WITH like_ex(name) AS ( SELECT * FROM
  VALUES
    ('John  Dddoe'),
    ('John ''alias'' Doe'),
    ('Joe   Doe'),
    ('John_down'),
    ('Joe down'),
    ('Elaine'),
    (null),
    ('100 times'),
    ('1000 times'),
    ('100%')
)
SELECT * FROM like_ex WHERE name LIKE '100\\\\%' ESCAPE '\\\\'
  ORDER BY 1","000200: SQL error: TokenizerError(""Unterminated string literal at Line: 1, Column: 247"")","0: DataFusion error: SQL error: TokenizerError(""Unterminated string literal at Line: 1, Column: 247""), at crates/core-executor/src/query.rs:1557:14
1: SQL(TokenizerError(""Unterminated string literal at Line: 1, Column: 247""), None)"
sql/bronze_scope/sql-reference-commands/Query_operators/operators-query.slt,"SELECT zip FROM sales_office_zip_example
MINUS
SELECT zip FROM customer_zip_example",000200: SQL compilation error: unsupported feature: MINUS  not implemented,"0: DataFusion error: SQL error: TokenizerError(""Unterminated string literal at Line: 1, Column: 247""), at crates/core-executor/src/query.rs:1557:14
1: SQL(TokenizerError(""Unterminated string literal at Line: 1, Column: 247""), None)"
sql/bronze_scope/sql-reference-commands/Query_syntax/top_n.slt,SELECT TOP 50 PERCENT * FROM top_test;,000200: SQL compilation error: unsupported feature: TOP,
sql/bronze_scope/sql-reference-commands/Query_operators/operators-query.slt,"SELECT zip FROM customer_zip_example
MINUS
SELECT zip FROM sales_office_zip_example",000200: SQL compilation error: unsupported feature: MINUS  not implemented,"0: DataFusion error: This feature is not implemented: MINUS  not implemented, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""MINUS  not implemented"")"
sql/bronze_scope/sql-reference-functions/Aggregate/grouping_id.slt,"WITH sales AS (
  SELECT * FROM VALUES
    ('East', 'Laptop', 1000),
    ('East', 'Tablet', 500),
    ('West', 'Laptop', 700),
    ('West', 'Tablet', 300)
  AS t(region, product, revenue)
)
SELECT region, product, SUM(revenue) AS total_revenue,
       GROUPING_ID(region, product) AS grp_id
  FROM sales
  GROUP BY ROLLUP(region, product)
  ORDER BY region, product;",000200: SQL compilation error: unsupported feature: Function 'grouping_id' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/grouping_id,"0: DataFusion error: This feature is not implemented: Function 'grouping_id' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/grouping_id, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'grouping_id' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/grouping_id"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/chr.slt,"SELECT column1, CHR(column1)
FROM (VALUES(83), (33), (169), (8364), (0), (null))",000200: SQL compilation error: null character not permitted.,
sql/bronze_scope/sql-reference-functions/String_&_binary/chr.slt,"SELECT column1, CHR(column1)
FROM (VALUES(-1))",000200: SQL compilation error: requested character too large for encoding.,"0: DataFusion error: Execution error: requested character too large for encoding., at crates/core-executor/src/query.rs:1681:22
1: Execution(""requested character too large for encoding."")"
sql/bronze_scope/sql-reference-functions/String_&_binary/chr.slt,"SELECT column1, CHR(column1)
FROM (VALUES(999999999999))",000200: SQL compilation error: requested character too large for encoding.,"0: DataFusion error: Execution error: requested character too large for encoding., at crates/core-executor/src/query.rs:1681:22
1: Execution(""requested character too large for encoding."")"
sql/bronze_scope/sql-reference-functions/Numeric/abs.slt,"WITH TEMP_TABLE AS (
    SELECT column1
    FROM (VALUES (0), (1), (-2), (3.5), (-4.5), (NULL)) AS TEMP(column1)
)
SELECT column1, abs(column1)
FROM TEMP_TABLE;","000200: SQL compilation error: Diagnostic { kind: Error, message: ""table 'embucket.public.temp_table' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Error during planning: table 'embucket.public.temp_table' not found, at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""table 'embucket.public.temp_table' not found"", span: None, notes: [], helps: [] }, Plan(""table 'embucket.public.temp_table' not found""))"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/array_size.slt,"WITH colors AS (
  SELECT parse_json(column1) AS v
  FROM VALUES
    ('[{r:255,g:12,b:0},{r:0,g:255,b:0},{r:0,g:0,b:255}]'),
    ('[{r:255,g:128,b:0},{r:128,g:255,b:0},{r:0,g:255,b:128},{r:0,g:128,b:255},{r:128,g:0,b:255},{r:255,g:0,b:128}]')
  AS t(column1)
)
SELECT ARRAY_SIZE(v) from colors",000200: Failed to deserialize JSON: key must be a string at line 1 column 3,
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/array_size.slt,"WITH colors AS (
  SELECT parse_json(column1) AS v
  FROM VALUES
    ('[{r:255,g:12,b:0},{r:0,g:255,b:0},{r:0,g:0,b:255}]'),
    ('[{r:255,g:128,b:0},{r:128,g:255,b:0},{r:0,g:255,b:128},{r:0,g:128,b:255},{r:128,g:0,b:255},{r:255,g:0,b:128}]')
  AS t(column1)
)
SELECT GET(v, ARRAY_SIZE(v)-1) FROM colors",000200: Failed to deserialize JSON: key must be a string at line 1 column 3,"0: DataFusion error: External error: Failed to deserialize JSON: key must be a string at line 1 column 3, at crates/core-executor/src/query.rs:1681:22
1: External(0: <transparent>
1: Failed to deserialize JSON: key must be a string at line 1 column 3, at crates/embucket-functions/src/semi-structured/array/array_size.rs:79:49
2: Error(""key must be a string"", line: 1, column: 3))"
sql/bronze_scope/sql-reference-functions/Aggregate/max_by.slt,"WITH employees(employee_id, department_id, salary) AS (
  SELECT * FROM VALUES
    (1001, 10, 10000),
    (1020, 10, 9000),
    (1030, 10, 8000),
    (900, 20, 15000),
    (2000, 20, NULL),
    (2010, 20, 15000),
    (2020, 20, 8000)
)
SELECT MAX_BY(employee_id, salary) FROM employees;",000200: SQL compilation error: unsupported feature: Function 'max_by' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/max_by,"0: DataFusion error: This feature is not implemented: Function 'max_by' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/max_by, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'max_by' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/max_by"")"
sql/bronze_scope/sql-reference-commands/Query_operators/operators-query.slt,SELECT * FROM u1 UNION SELECT * FROM u2;,"000200: SQL compilation error: error line 1 at position 1
UNION queries have different number of columns",
sql/bronze_scope/sql-reference-functions/Aggregate/max_by.slt,"WITH employees(employee_id, department_id, salary) AS (
  SELECT * FROM VALUES
    (1001, 10, 10000),
    (1020, 10, 9000),
    (1030, 10, 8000),
    (900, 20, 15000),
    (2000, 20, NULL),
    (2010, 20, 15000),
    (2020, 20, 8000)
)
SELECT MAX_BY(employee_id, salary, 3) FROM employees;",000200: SQL compilation error: unsupported feature: Function 'max_by' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/max_by,"0: DataFusion error: This feature is not implemented: Function 'max_by' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/max_by, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'max_by' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/max_by"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/is_date-value.slt,"WITH vardttm(v) AS (
    SELECT TO_VARIANT(TO_DATE('2024-02-24'))
    UNION ALL
    SELECT TO_VARIANT(TO_TIME('20:57:01.123456789+07:00'))
    UNION ALL
    SELECT TO_VARIANT(TO_TIMESTAMP('2023-02-24 12:00:00.456'))
    UNION ALL
    SELECT TO_VARIANT(TO_TIMESTAMP_LTZ('2022-02-24 13:00:00.123 +01:00'))
    UNION ALL
    SELECT TO_VARIANT(TO_TIMESTAMP_NTZ('2021-02-24 14:00:00.123 +01:00'))
    UNION ALL
    SELECT TO_VARIANT(TO_TIMESTAMP_TZ('2020-02-24 15:00:00.123 +01:00'))
)
SELECT v
FROM vardttm
WHERE IS_DATE(v);",000200: SQL compilation error: unsupported feature: Function 'is_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/is_date-value,
sql/bronze_scope/sql-reference-functions/Window/ratio_to_report.slt,"WITH store_profit AS (
    SELECT * FROM VALUES
    (1, 'Ontario', 300::NUMERIC(11, 2)),
    (2, 'Saskatchewan', 250::NUMERIC(11, 2)),
    (3, 'Ontario', 450::NUMERIC(11, 2)),
    (4, 'Ontario', NULL::NUMERIC(11, 2))
    AS store_profit(store_ID, province, profit)
)
SELECT 
    store_ID, profit, 
    100 * RATIO_TO_REPORT(profit) OVER () AS percent_profit
FROM store_profit
ORDER BY store_ID",000200: SQL compilation error: unsupported feature: Function 'ratio_to_report' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/ratio_to_report,
sql/bronze_scope/sql-reference-functions/Window/ratio_to_report.slt,"WITH store_profit AS (
    SELECT * FROM VALUES
    (1, 'Ontario', 300::NUMERIC(11, 2)),
    (2, 'Saskatchewan', 250::NUMERIC(11, 2)),
    (3, 'Ontario', 450::NUMERIC(11, 2)),
    (4, 'Ontario', NULL::NUMERIC(11, 2))
    AS store_profit(store_ID, province, profit)
)
SELECT 
    province, store_ID, profit, 
    100 * RATIO_TO_REPORT(profit) OVER (PARTITION BY province) AS percent_profit
FROM store_profit
ORDER BY province, store_ID",000200: SQL compilation error: unsupported feature: Function 'ratio_to_report' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/ratio_to_report,"0: DataFusion error: This feature is not implemented: Function 'ratio_to_report' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/ratio_to_report, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'ratio_to_report' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/ratio_to_report"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/as_date.slt,"WITH as_date_example AS (
  SELECT TO_VARIANT(TO_DATE('2024-10-10')) AS date1
)
SELECT AS_DATE(date1) date_value
  FROM as_date_example",000200: SQL compilation error: unsupported feature: Function 'as_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/as_date,
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/array_sort.slt,"SELECT ARRAY_INSERT(ARRAY_INSERT(ARRAY_CONSTRUCT(), 3, 2), 6, 1) arr, ARRAY_SORT(arr)",000200: Position 3 is out of bounds for array of length 0,
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/array_sort.slt,"SELECT ARRAY_SORT([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1e0::REAL]) AS array_of_different_numeric_types",000200: Arrow error: Invalid argument error: Invalid float value,"0: DataFusion error: Arrow error: Invalid argument error: Invalid float value, at crates/core-executor/src/query.rs:1681:22
1: ArrowError(InvalidArgumentError(""Invalid float value""), None)"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/array_append.slt,"WITH array_append_examples AS (
  SELECT ARRAY_CONSTRUCT(1, 2, 3, 4, 'five') AS array_column
)
SELECT array_column,
       ARRAY_CONSTRUCT(
        TYPEOF(array_column[0]),
        TYPEOF(array_column[1]),
        TYPEOF(array_column[2]),
        TYPEOF(array_column[3]),
        TYPEOF(array_column[4])) AS type
  FROM array_append_examples","000200: Error during planning: Function 'typeof' expects NativeType::String but received NativeType::Union(LogicalUnionFields([(0, LogicalField { name: ""null"", logical_type: LogicalType(Native(Null), Null), nullable: true }), (1, LogicalField { name: ""bool"", logical_type: LogicalType(Native(Boolean), Boolean), nullable: false }), (2, LogicalField { name: ""int"", logical_type: LogicalType(Native(Int64), Int64), nullable: false }), (3, LogicalField { name: ""float"", logical_type: LogicalType(Native(Float64), Float64), nullable: false }), (4, LogicalField { name: ""str"", logical_type: LogicalType(Native(String), String), nullable: false }), (5, LogicalField { name: ""array"", logical_type: LogicalType(Native(String), String), nullable: false }), (6, LogicalField { name: ""object"", logical_type: LogicalType(Native(String), String), nullable: false })])) No function matches the given name and argument types 'typeof(Union([(0, Field { name: ""null"", data_type: Null, nullable: true, dict_id: 0, dict_is_ordered: false, metadata: {} }), (1, Field { name: ""bool"", data_type: Boolean, nullable: false, dict_id: 0, dict_is_ordered: false, metadata: {} }), (2, Field { name: ""int"", data_type: Int64, nullable: false, dict_id: 0, dict_is_ordered: false, metadata: {} }), (3, Field { name: ""float"", data_type: Float64, nullable: false, dict_id: 0, dict_is_ordered: false, metadata: {} }), (4, Field { name: ""str"", data_type: Utf8, nullable: false, dict_id: 0, dict_is_ordered: false, metadata: {} }), (5, Field { name: ""array"", data_type: Utf8, nullable: false, dict_id: 0, dict_is_ordered: false, metadata: {} }), (6, Field { name: ""object"", data_type: Utf8, nullable: false, dict_id: 0, dict_is_ordered: false, metadata: {} })], Sparse))'. You might need to add explicit type casts.
	Candidate functions:
	typeof(String(1))",
sql/bronze_scope/sql-reference-functions/Geospatial/st_makepoint.slt,"SELECT ST_MAKEPOINT(37.5, 45.5)",000200: SQL compilation error: unsupported feature: Function 'st_makepoint' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/st_makepoint,"0: DataFusion error: This feature is not implemented: Function 'st_makepoint' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/st_makepoint, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'st_makepoint' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/st_makepoint"")"
sql/bronze_scope/other/positional_parameters.slt,"SELECT $1 as value FROM VALUES (1), (2), (3)",000200: Schema error: No field named value. Valid fields are column1.,"0: DataFusion error: Schema error: No field named value. Valid fields are column1., at crates/core-executor/src/query.rs:1638:14
1: SchemaError(FieldNotFound { field: Column { relation: None, name: ""value"" }, valid_fields: [Column { relation: None, name: ""column1"" }] }, Some(""""))"
sql/bronze_scope/other/positional_parameters.slt,"SELECT $1 as first_col, $2 as second_col FROM VALUES (1, 'one'), (2, 'two'), (3, 'three')","000200: Schema error: No field named first_col. Valid fields are column1, column2.","0: DataFusion error: Schema error: No field named n1., at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""column 'n1' not found"", span: None, notes: [], helps: [] }, SchemaError(FieldNotFound { field: Column { relation: None, name: ""n1"" }, valid_fields: [] }, Some("""")))"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/show-columns.slt,"create or replace table dt_test (n1 number default 5, n2_int integer default n1+5, n3_bigint bigint autoincrement, n4_dec decimal identity (1,10),
                                 f1 float, f2_double double, f3_real real,
                                 s1 string, s2_var varchar, s3_char char, s4_text text,
                                 b1 binary, b2_var varbinary,
                                 bool1 boolean,
                                 d1 date,
                                 t1 time,
                                 ts1 timestamp, ts2_ltz timestamp_ltz, ts3_ntz timestamp_ntz, ts4_tz timestamp_tz)","000200: SQL compilation error: Diagnostic { kind: Error, message: ""column 'n1' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Schema error: No field named n1., at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""column 'n1' not found"", span: None, notes: [], helps: [] }, SchemaError(FieldNotFound { field: Column { relation: None, name: ""n1"" }, valid_fields: [] }, Some("""")))"
sql/bronze_scope/other/positional_parameters.slt,"SELECT SUM($1) as total FROM VALUES (10), (20), (30)","000200: Error during planning: Execution error: Function 'sum' user-defined coercion failed with ""Execution error: Sum not supported for Null"" No function matches the given name and argument types 'sum(Null)'. You might need to add explicit type casts.
	Candidate functions:
	sum(UserDefined)","0: DataFusion error: Error during planning: Execution error: Function 'sum' user-defined coercion failed with ""Execution error: Sum not supported for Null"" No function matches the given name and argument types 'sum(Null)'. You might need to add explicit type casts.
	Candidate functions:
	sum(UserDefined), at crates/core-executor/src/query.rs:1638:14
1: Plan(""Execution error: Function 'sum' user-defined coercion failed with \\""Execution error: Sum not supported for Null\\"" No function matches the given name and argument types 'sum(Null)'. You might need to add explicit type casts.\\n\\tCandidate functions:\\n\\tsum(UserDefined)"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/show-columns.slt,SHOW COLUMNS IN missing_table;,,
sql/bronze_scope/other/positional_parameters.slt,"SELECT MAX($1) as maximum FROM VALUES (10), (20), (30)",000200: SQL compilation error: Placeholder '$1' was not provided a value for execution.,
sql/bronze_scope/sql-reference-functions/Aggregate/count_if.slt,"WITH basic_example(i_col, j_col) AS (
    SELECT * FROM VALUES
        (11, 101), (11, 102), (11, NULL), (12, 101), (NULL, 101), (NULL, 102)
)
SELECT COUNT_IF(TRUE) FROM basic_example;",000200: SQL compilation error: unsupported feature: Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if,"0: DataFusion error: This feature is not implemented: Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if"")"
sql/bronze_scope/other/positional_parameters.slt,"SELECT MIN($1) as minimum FROM VALUES (10), (20), (30)",000200: SQL compilation error: Placeholder '$1' was not provided a value for execution.,"0: DataFusion error: This feature is not implemented: Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if"")"
sql/bronze_scope/sql-reference-functions/Aggregate/count_if.slt,"WITH basic_example(i_col, j_col) AS (
    SELECT * FROM VALUES
        (11, 101), (11, 102), (11, NULL), (12, 101), (NULL, 101), (NULL, 102)
)
SELECT COUNT_IF(j_col > i_col) FROM basic_example;",000200: SQL compilation error: unsupported feature: Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if,"0: DataFusion error: This feature is not implemented: ANY in LIKE expression, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""ANY in LIKE expression"")"
sql/bronze_scope/other/positional_parameters.slt,"SELECT AVG($1) as average FROM VALUES (10), (20), (30)","000200: Error during planning: Execution error: Function 'avg' user-defined coercion failed with ""Error during planning: The function \\""avg\\"" does not support inputs of type Null."" No function matches the given name and argument types 'avg(Null)'. You might need to add explicit type casts.
	Candidate functions:
	avg(UserDefined)","0: DataFusion error: Error during planning: Execution error: Function 'avg' user-defined coercion failed with ""Error during planning: The function \\""avg\\"" does not support inputs of type Null."" No function matches the given name and argument types 'avg(Null)'. You might need to add explicit type casts.
	Candidate functions:
	avg(UserDefined), at crates/core-executor/src/query.rs:1638:14
1: Plan(""Execution error: Function 'avg' user-defined coercion failed with \\""Error during planning: The function \\\\\\""avg\\\\\\"" does not support inputs of type Null.\\"" No function matches the given name and argument types 'avg(Null)'. You might need to add explicit type casts.\\n\\tCandidate functions:\\n\\tavg(UserDefined)"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/ilike_any.slt,"WITH ilike_example AS (
    SELECT column1 AS name FROM VALUES
        ('jane doe'),
        ('Jane Doe'),
        ('JANE DOE'),
        ('John Doe'),
        ('John Smith')
)
SELECT * 
  FROM ilike_example 
  WHERE name ILIKE ANY ('jane%', '%SMITH')
  ORDER BY name",000200: SQL compilation error: unsupported feature: ANY in LIKE expression,"0: DataFusion error: This feature is not implemented: ANY in LIKE expression, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""ANY in LIKE expression"")"
sql/bronze_scope/sql-reference-functions/Aggregate/count_if.slt,"WITH basic_example(i_col, j_col) AS (
    SELECT * FROM VALUES
        (11, 101), (11, 102), (11, NULL), (12, 101), (NULL, 101), (NULL, 102)
)
SELECT COUNT_IF(i_col IS NOT NULL AND j_col IS NOT NULL) FROM basic_example;",000200: SQL compilation error: unsupported feature: Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if,"0: DataFusion error: This feature is not implemented: Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'count_if' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/count_if"")"
sql/bronze_scope/other/positional_parameters.slt,"SELECT COUNT($1) as count_values FROM VALUES (10), (20), (30)",000200: SQL compilation error: Placeholder '$1' was not provided a value for execution.,"0: DataFusion error: Execution error: Placeholder '$1' was not provided a value for execution., at crates/core-executor/src/query.rs:1681:22
1: Execution(""Placeholder '$1' was not provided a value for execution."")"
